Date,Currency,INR to Currency,Currency to INR
12-03-2025,Canadian Dollar,0.016516,60.546577
12-03-2025,Singapore Dollar,0.015275,65.46844
12-03-2025,Swiss Franc,0.010126,98.755032
12-03-2025,Malaysian Ringgit,0.0508,19.684885
12-03-2025,Japanese Yen,1.701264,0.587798
12-03-2025,Chinese Yuan Renminbi,0.083009,12.046905
13-03-2025,US Dollar,0.011502,86.944753
13-03-2025,Euro,0.010591,94.415704
13-03-2025,British Pound,0.008885,112.545643
13-03-2025,Australian Dollar,0.018291,54.672226
13-03-2025,Canadian Dollar,0.01656,60.385144
13-03-2025,Singapore Dollar,0.015365,65.083833
13-03-2025,Swiss Franc,0.010178,98.248702
13-03-2025,Malaysian Ringgit,0.051006,19.605533
13-03-2025,Japanese Yen,1.698985,0.588587
13-03-2025,Chinese Yuan Renminbi,0.083325,12.00125
14-03-2025,US Dollar,0.011504,86.925674
14-03-2025,Euro,0.01058,94.513906
14-03-2025,British Pound,0.008907,112.275139
14-03-2025,Australian Dollar,0.018208,54.920574
14-03-2025,Canadian Dollar,0.016544,60.445524
14-03-2025,Singapore Dollar,0.015352,65.137103
14-03-2025,Swiss Franc,0.010186,98.17392
14-03-2025,Malaysian Ringgit,0.051137,19.555163
14-03-2025,Japanese Yen,1.708409,0.58534
14-03-2025,Chinese Yuan Renminbi,0.083265,12.009827
15-03-2025,US Dollar,0.011501,86.948679
15-03-2025,Euro,0.010561,94.685785
15-03-2025,British Pound,0.008891,112.468911
15-03-2025,Australian Dollar,0.018187,54.983337
15-03-2025,Canadian Dollar,0.016529,60.500141
15-03-2025,Singapore Dollar,0.015348,65.156354
15-03-2025,Swiss Franc,0.010175,98.284301
15-03-2025,Malaysian Ringgit,0.051139,19.55459
15-03-2025,Japanese Yen,1.709435,0.584989
15-03-2025,Chinese Yuan Renminbi,0.08324,12.013501
16-03-2025,US Dollar,0.011501,86.949253
16-03-2025,Euro,0.010571,94.602743
16-03-2025,British Pound,0.008888,112.510924
16-03-2025,Australian Dollar,0.018191,54.971553
16-03-2025,Canadian Dollar,0.01652,60.534203
16-03-2025,Singapore Dollar,0.015339,65.194217
16-03-2025,Swiss Franc,0.010153,98.497054
16-03-2025,Malaysian Ringgit,0.051134,19.556288
16-03-2025,Japanese Yen,1.70978,0.584871
16-03-2025,Chinese Yuan Renminbi,0.083243,12.012966
17-03-2025,US Dollar,0.011533,86.704682
17-03-2025,Euro,0.010559,94.702137
17-03-2025,British Pound,0.008883,112.575986
17-03-2025,Australian Dollar,0.018095,55.264324
17-03-2025,Canadian Dollar,0.016491,60.639802
17-03-2025,Singapore Dollar,0.01534,65.187616
17-03-2025,Swiss Franc,0.010163,98.395871
17-03-2025,Malaysian Ringgit,0.051286,19.498664
17-03-2025,Japanese Yen,1.713437,0.583622
17-03-2025,Chinese Yuan Renminbi,0.083418,11.987774
18-03-2025,US Dollar,0.011557,86.529317
18-03-2025,Euro,0.010575,94.558253
18-03-2025,British Pound,0.008899,112.367414
18-03-2025,Australian Dollar,0.018187,54.985724
18-03-2025,Canadian Dollar,0.01654,60.460441
18-03-2025,Singapore Dollar,0.015394,64.958924
18-03-2025,Swiss Franc,0.010139,98.627226
18-03-2025,Malaysian Ringgit,0.05136,19.47034
18-03-2025,Japanese Yen,1.727572,0.578847
18-03-2025,Chinese Yuan Renminbi,0.083532,11.971394
19-03-2025,US Dollar,0.011582,86.339026
19-03-2025,Euro,0.010648,93.911268
19-03-2025,British Pound,0.008933,111.944316
19-03-2025,Australian Dollar,0.018296,54.655312
19-03-2025,Canadian Dollar,0.016599,60.245615
19-03-2025,Singapore Dollar,0.015452,64.716246
19-03-2025,Swiss Franc,0.010193,98.108939
19-03-2025,Malaysian Ringgit,0.051383,19.461688
19-03-2025,Japanese Yen,1.737868,0.575418
19-03-2025,Chinese Yuan Renminbi,0.083738,11.942004
20-03-2025,US Dollar,0.011584,86.329193
20-03-2025,Euro,0.010679,93.64261
20-03-2025,British Pound,0.00893,111.988204
20-03-2025,Australian Dollar,0.018388,54.383742
20-03-2025,Canadian Dollar,0.016597,60.250246
20-03-2025,Singapore Dollar,0.015474,64.625597
20-03-2025,Swiss Franc,0.010224,97.804565
20-03-2025,Malaysian Ringgit,0.051265,19.506658
20-03-2025,Japanese Yen,1.724374,0.579921
20-03-2025,Chinese Yuan Renminbi,0.083952,11.911578
21-03-2025,US Dollar,0.011625,86.018863
21-03-2025,Euro,0.010755,92.980535
21-03-2025,British Pound,0.009014,110.940228
21-03-2025,Australian Dollar,0.018556,53.891105
21-03-2025,Canadian Dollar,0.01669,59.917361
21-03-2025,Singapore Dollar,0.015535,64.369448
21-03-2025,Swiss Franc,0.010269,97.381572
21-03-2025,Malaysian Ringgit,0.051391,19.458482
21-03-2025,Japanese Yen,1.731924,0.577393
21-03-2025,Chinese Yuan Renminbi,0.084269,11.866697
22-03-2025,US Dollar,0.011628,85.996293
22-03-2025,Euro,0.010729,93.205711
22-03-2025,British Pound,0.009002,111.087191
22-03-2025,Australian Dollar,0.01854,53.937666
22-03-2025,Canadian Dollar,0.016706,59.860287
22-03-2025,Singapore Dollar,0.015528,64.401307
22-03-2025,Swiss Franc,0.010271,97.359754
22-03-2025,Malaysian Ringgit,0.051409,19.452013
22-03-2025,Japanese Yen,1.736356,0.575919
22-03-2025,Chinese Yuan Renminbi,0.084289,11.863949
23-03-2025,US Dollar,0.011628,85.996047
23-03-2025,Euro,0.010751,93.015755
23-03-2025,British Pound,0.008992,111.210088
23-03-2025,Australian Dollar,0.018556,53.890684
23-03-2025,Canadian Dollar,0.016685,59.934381
23-03-2025,Singapore Dollar,0.015537,64.361442
23-03-2025,Swiss Franc,0.010279,97.282595
23-03-2025,Malaysian Ringgit,0.051409,19.452008
23-03-2025,Japanese Yen,1.736343,0.575923
23-03-2025,Chinese Yuan Renminbi,0.084289,11.863879
24-03-2025,US Dollar,0.011682,85.598807
24-03-2025,Euro,0.010822,92.405398
24-03-2025,British Pound,0.009048,110.521804
24-03-2025,Australian Dollar,0.018605,53.747961
24-03-2025,Canadian Dollar,0.016699,59.88449
24-03-2025,Singapore Dollar,0.015653,63.886375
24-03-2025,Swiss Franc,0.010331,96.799298
24-03-2025,Malaysian Ringgit,0.051802,19.304131
24-03-2025,Japanese Yen,1.761038,0.567847
24-03-2025,Chinese Yuan Renminbi,0.084735,11.801523
25-03-2025,US Dollar,0.011679,85.621274
25-03-2025,Euro,0.010813,92.484905
25-03-2025,British Pound,0.009021,110.852202
25-03-2025,Australian Dollar,0.018517,54.004749
25-03-2025,Canadian Dollar,0.016712,59.836486
25-03-2025,Singapore Dollar,0.015609,64.064578
25-03-2025,Swiss Franc,0.010301,97.073346
25-03-2025,Malaysian Ringgit,0.051807,19.30251
25-03-2025,Japanese Yen,1.749186,0.571694
25-03-2025,Chinese Yuan Renminbi,0.08476,11.798075
26-03-2025,US Dollar,0.011675,85.649562
26-03-2025,Euro,0.010829,92.341384
26-03-2025,British Pound,0.00906,110.374619
26-03-2025,Australian Dollar,0.018518,54.00105
26-03-2025,Canadian Dollar,0.016645,60.077052
26-03-2025,Singapore Dollar,0.01564,63.939166
26-03-2025,Swiss Franc,0.01032,96.899828
26-03-2025,Malaysian Ringgit,0.051749,19.324103
26-03-2025,Japanese Yen,1.759412,0.568372
26-03-2025,Chinese Yuan Renminbi,0.084845,11.786247
27-03-2025,US Dollar,0.011676,85.647379
27-03-2025,Euro,0.010812,92.491171
27-03-2025,British Pound,0.009007,111.022368
27-03-2025,Australian Dollar,0.018511,54.020843
27-03-2025,Canadian Dollar,0.016717,59.818807
27-03-2025,Singapore Dollar,0.015629,63.983096
27-03-2025,Swiss Franc,0.010296,97.129491
27-03-2025,Malaysian Ringgit,0.051744,19.325761
27-03-2025,Japanese Yen,1.762888,0.567251
27-03-2025,Chinese Yuan Renminbi,0.084823,11.789252
28-03-2025,US Dollar,0.011691,85.533114
28-03-2025,Euro,0.010802,92.579487
28-03-2025,British Pound,0.009034,110.689181
28-03-2025,Australian Dollar,0.018563,53.871814
28-03-2025,Canadian Dollar,0.0167,59.880091
28-03-2025,Singapore Dollar,0.015677,63.786151
28-03-2025,Swiss Franc,0.010299,97.094014
28-03-2025,Malaysian Ringgit,0.051864,19.281297
28-03-2025,Japanese Yen,1.757017,0.569146
28-03-2025,Chinese Yuan Renminbi,0.08491,11.777136
29-03-2025,US Dollar,0.011691,85.536426
29-03-2025,Euro,0.010777,92.790124
29-03-2025,British Pound,0.009033,110.710006
29-03-2025,Australian Dollar,0.018588,53.799551
29-03-2025,Canadian Dollar,0.016758,59.674342
29-03-2025,Singapore Dollar,0.015686,63.751549
29-03-2025,Swiss Franc,0.010297,97.117133
29-03-2025,Malaysian Ringgit,0.051873,19.27791
29-03-2025,Japanese Yen,1.751941,0.570796
29-03-2025,Chinese Yuan Renminbi,0.084908,11.777423
30-03-2025,US Dollar,0.011691,85.537149
30-03-2025,Euro,0.010797,92.621806
30-03-2025,British Pound,0.009031,110.724441
30-03-2025,Australian Dollar,0.018592,53.787951
30-03-2025,Canadian Dollar,0.016742,59.729133
30-03-2025,Singapore Dollar,0.015695,63.715722
30-03-2025,Swiss Franc,0.010297,97.116191
30-03-2025,Malaysian Ringgit,0.051872,19.27828
30-03-2025,Japanese Yen,1.754259,0.570041
30-03-2025,Chinese Yuan Renminbi,0.084907,11.777533
31-03-2025,US Dollar,0.011702,85.458461
31-03-2025,Euro,0.01084,92.251082
31-03-2025,British Pound,0.009076,110.179578
31-03-2025,Australian Dollar,0.018767,53.283983
31-03-2025,Canadian Dollar,0.016825,59.433601
31-03-2025,Singapore Dollar,0.015736,63.548977
31-03-2025,Swiss Franc,0.01035,96.616792
31-03-2025,Malaysian Ringgit,0.05189,19.271515
31-03-2025,Japanese Yen,1.754178,0.570068
31-03-2025,Chinese Yuan Renminbi,0.084961,11.770107
01-04-2025,US Dollar,0.011688,85.554357
01-04-2025,Euro,0.010822,92.405397
01-04-2025,British Pound,0.009045,110.558919
01-04-2025,Australian Dollar,0.018615,53.719136
01-04-2025,Canadian Dollar,0.016736,59.753141
01-04-2025,Singapore Dollar,0.015703,63.683188
01-04-2025,Swiss Franc,0.010317,96.928952
01-04-2025,Malaysian Ringgit,0.051856,19.284347
01-04-2025,Japanese Yen,1.74626,0.572652
01-04-2025,Chinese Yuan Renminbi,0.084979,11.767667
02-04-2025,US Dollar,0.011702,85.453002
02-04-2025,Euro,0.010767,92.875117
02-04-2025,British Pound,0.009019,110.874603
02-04-2025,Australian Dollar,0.018573,53.842218
02-04-2025,Canadian Dollar,0.016746,59.714428
02-04-2025,Singapore Dollar,0.015705,63.675007
02-04-2025,Swiss Franc,0.010319,96.90675
02-04-2025,Malaysian Ringgit,0.052119,19.186744
02-04-2025,Japanese Yen,1.755189,0.569739
02-04-2025,Chinese Yuan Renminbi,0.085036,11.759669
03-04-2025,US Dollar,0.011718,85.338154
03-04-2025,Euro,0.010603,94.313934
03-04-2025,British Pound,0.008937,111.892137
03-04-2025,Australian Dollar,0.018448,54.207338
03-04-2025,Canadian Dollar,0.016478,60.687713
03-04-2025,Singapore Dollar,0.01564,63.937825
03-04-2025,Swiss Franc,0.010066,99.344094
03-04-2025,Malaysian Ringgit,0.052059,19.208964
03-04-2025,Japanese Yen,1.711433,0.584306
03-04-2025,Chinese Yuan Renminbi,0.085281,11.725958
04-04-2025,US Dollar,0.011703,85.451102
04-04-2025,Euro,0.010625,94.116641
04-04-2025,British Pound,0.009053,110.463173
04-04-2025,Australian Dollar,0.019355,51.666165
04-04-2025,Canadian Dollar,0.016611,60.200341
04-04-2025,Singapore Dollar,0.015706,63.670812
04-04-2025,Swiss Franc,0.010007,99.929837
04-04-2025,Malaysian Ringgit,0.051908,19.264759
04-04-2025,Japanese Yen,1.708075,0.585454
04-04-2025,Chinese Yuan Renminbi,0.08512,11.748127
05-04-2025,US Dollar,0.011694,85.511582
05-04-2025,Euro,0.010671,93.709406
05-04-2025,British Pound,0.009058,110.404382
05-04-2025,Australian Dollar,0.019356,51.662696
05-04-2025,Canadian Dollar,0.016634,60.117734
05-04-2025,Singapore Dollar,0.01574,63.531304
05-04-2025,Swiss Franc,0.01007,99.305274
05-04-2025,Malaysian Ringgit,0.051885,19.273404
05-04-2025,Japanese Yen,1.718485,0.581908
05-04-2025,Chinese Yuan Renminbi,0.085152,11.743742
06-04-2025,US Dollar,0.011695,85.509498
06-04-2025,Euro,0.010674,93.688679
06-04-2025,British Pound,0.009057,110.412121
06-04-2025,Australian Dollar,0.019316,51.771397
06-04-2025,Canadian Dollar,0.016631,60.130202
06-04-2025,Singapore Dollar,0.01574,63.532266
06-04-2025,Swiss Franc,0.010076,99.24483
06-04-2025,Malaysian Ringgit,0.051886,19.272935
06-04-2025,Japanese Yen,1.719936,0.581417
06-04-2025,Chinese Yuan Renminbi,0.085151,11.743779
07-04-2025,US Dollar,0.011637,85.932969
07-04-2025,Euro,0.010661,93.802932
07-04-2025,British Pound,0.009143,109.374269
07-04-2025,Australian Dollar,0.019449,51.416056
07-04-2025,Canadian Dollar,0.016554,60.408634
07-04-2025,Singapore Dollar,0.015734,63.556137
07-04-2025,Swiss Franc,0.010006,99.942673
07-04-2025,Malaysian Ringgit,0.05212,19.186624
07-04-2025,Japanese Yen,1.721402,0.580922
07-04-2025,Chinese Yuan Renminbi,0.085076,11.754216
08-04-2025,US Dollar,0.011592,86.266162
08-04-2025,Euro,0.010625,94.120431
08-04-2025,British Pound,0.009081,110.121771
08-04-2025,Australian Dollar,0.019277,51.874725
08-04-2025,Canadian Dollar,0.016463,60.741903
08-04-2025,Singapore Dollar,0.015683,63.762925
08-04-2025,Swiss Franc,0.009924,100.761074
08-04-2025,Malaysian Ringgit,0.052061,19.208144
08-04-2025,Japanese Yen,1.704192,0.586788
08-04-2025,Chinese Yuan Renminbi,0.084937,11.773487
09-04-2025,US Dollar,0.011535,86.695634
09-04-2025,Euro,0.010448,95.716229
09-04-2025,British Pound,0.009032,110.715516
09-04-2025,Australian Dollar,0.019216,52.040748
09-04-2025,Canadian Dollar,0.016368,61.094471
09-04-2025,Singapore Dollar,0.015548,64.317965
09-04-2025,Swiss Franc,0.009705,103.043138
09-04-2025,Malaysian Ringgit,0.051868,19.279765
09-04-2025,Japanese Yen,1.673432,0.597574
09-04-2025,Chinese Yuan Renminbi,0.084623,11.817173
10-04-2025,US Dollar,0.011587,86.303783
10-04-2025,Euro,0.010352,96.596136
10-04-2025,British Pound,0.008955,111.674971
10-04-2025,Australian Dollar,0.01871,53.44816
10-04-2025,Canadian Dollar,0.016234,61.599388
10-04-2025,Singapore Dollar,0.015423,64.838444
10-04-2025,Swiss Franc,0.009597,104.202097
10-04-2025,Malaysian Ringgit,0.051789,19.309258
10-04-2025,Japanese Yen,1.672296,0.59798
10-04-2025,Chinese Yuan Renminbi,0.08454,11.828702
11-04-2025,US Dollar,0.011607,86.15626
11-04-2025,Euro,0.010246,97.594347
11-04-2025,British Pound,0.008895,112.427869
11-04-2025,Australian Dollar,0.01859,53.792784
11-04-2025,Canadian Dollar,0.016132,61.989035
11-04-2025,Singapore Dollar,0.015318,65.282491
11-04-2025,Swiss Franc,0.00946,105.710294
11-04-2025,Malaysian Ringgit,0.051332,19.481208
11-04-2025,Japanese Yen,1.666233,0.600156
11-04-2025,Chinese Yuan Renminbi,0.084549,11.827515
12-04-2025,US Dollar,0.011623,86.039941
12-04-2025,Euro,0.010232,97.728596
12-04-2025,British Pound,0.008885,112.549968
12-04-2025,Australian Dollar,0.018491,54.079708
12-04-2025,Canadian Dollar,0.016121,62.031202
12-04-2025,Singapore Dollar,0.015335,65.212157
12-04-2025,Swiss Franc,0.00948,105.485885
12-04-2025,Malaysian Ringgit,0.051426,19.445292
12-04-2025,Japanese Yen,1.668036,0.599507
12-04-2025,Chinese Yuan Renminbi,0.084911,11.777085
13-04-2025,US Dollar,0.011612,86.117859
13-04-2025,Euro,0.010225,97.79662
13-04-2025,British Pound,0.008898,112.38882
13-04-2025,Australian Dollar,0.018469,54.145145
13-04-2025,Canadian Dollar,0.016098,62.118733
13-04-2025,Singapore Dollar,0.015317,65.285455
13-04-2025,Swiss Franc,0.009468,105.616505
13-04-2025,Malaysian Ringgit,0.051368,19.467353
13-04-2025,Japanese Yen,1.666002,0.60024
13-04-2025,Chinese Yuan Renminbi,0.084758,11.798244
14-04-2025,US Dollar,0.011622,86.040769
14-04-2025,Euro,0.010232,97.72995
14-04-2025,British Pound,0.008822,113.352701
14-04-2025,Australian Dollar,0.018413,54.308018
14-04-2025,Canadian Dollar,0.016148,61.927023
14-04-2025,Singapore Dollar,0.015299,65.365119
14-04-2025,Swiss Franc,0.009463,105.671284
14-04-2025,Malaysian Ringgit,0.051308,19.490218
14-04-2025,Japanese Yen,1.662134,0.601636
14-04-2025,Chinese Yuan Renminbi,0.084964,11.769741
15-04-2025,US Dollar,0.011661,85.759537
15-04-2025,Euro,0.010331,96.794931
15-04-2025,British Pound,0.00882,113.372907
15-04-2025,Australian Dollar,0.018345,54.511294
15-04-2025,Canadian Dollar,0.016263,61.490794
15-04-2025,Singapore Dollar,0.015376,65.035032
15-04-2025,Swiss Franc,0.009573,104.457426
15-04-2025,Malaysian Ringgit,0.051455,19.434611
15-04-2025,Japanese Yen,1.668879,0.599205
15-04-2025,Chinese Yuan Renminbi,0.085301,11.723234
16-04-2025,US Dollar,0.011681,85.611261
16-04-2025,Euro,0.010262,97.44678
16-04-2025,British Pound,0.008819,113.395141
16-04-2025,Australian Dollar,0.018286,54.686607
16-04-2025,Canadian Dollar,0.016219,61.657167
16-04-2025,Singapore Dollar,0.015314,65.300806
16-04-2025,Swiss Franc,0.009512,105.134318
16-04-2025,Malaysian Ringgit,0.051507,19.414732
16-04-2025,Japanese Yen,1.665364,0.600469
16-04-2025,Chinese Yuan Renminbi,0.085329,11.719285
17-04-2025,US Dollar,0.011709,85.407541
17-04-2025,Euro,0.010304,97.044996
17-04-2025,British Pound,0.008833,113.213147
17-04-2025,Australian Dollar,0.018351,54.493754
17-04-2025,Canadian Dollar,0.016225,61.631775
17-04-2025,Singapore Dollar,0.015355,65.125541
17-04-2025,Swiss Franc,0.009606,104.101377
17-04-2025,Malaysian Ringgit,0.051599,19.380222
17-04-2025,Japanese Yen,1.666402,0.600095
17-04-2025,Chinese Yuan Renminbi,0.085463,11.70102
18-04-2025,US Dollar,0.011706,85.428959
18-04-2025,Euro,0.010275,97.32427
18-04-2025,British Pound,0.008816,113.427544
18-04-2025,Australian Dollar,0.018364,54.455554
18-04-2025,Canadian Dollar,0.016212,61.683866
18-04-2025,Singapore Dollar,0.015348,65.155819
18-04-2025,Swiss Franc,0.00957,104.497005
18-04-2025,Malaysian Ringgit,0.051661,19.356985
18-04-2025,Japanese Yen,1.665143,0.600549
18-04-2025,Chinese Yuan Renminbi,0.085453,11.702289
19-04-2025,US Dollar,0.011705,85.432643
19-04-2025,Euro,0.010274,97.33072
19-04-2025,British Pound,0.00881,113.507738
19-04-2025,Australian Dollar,0.018357,54.473956
19-04-2025,Canadian Dollar,0.016211,61.686606
19-04-2025,Singapore Dollar,0.015347,65.159095
19-04-2025,Swiss Franc,0.009558,104.623608
19-04-2025,Malaysian Ringgit,0.051658,19.358211
19-04-2025,Japanese Yen,1.664355,0.600834
19-04-2025,Chinese Yuan Renminbi,0.085441,11.703971
20-04-2025,US Dollar,0.011705,85.433796
20-04-2025,Euro,0.010284,97.23954
20-04-2025,British Pound,0.008807,113.549036
20-04-2025,Australian Dollar,0.01835,54.496487
20-04-2025,Canadian Dollar,0.016209,61.694895
20-04-2025,Singapore Dollar,0.015347,65.159803
20-04-2025,Swiss Franc,0.00958,104.385575
20-04-2025,Malaysian Ringgit,0.051657,19.358307
20-04-2025,Japanese Yen,1.665131,0.600553
20-04-2025,Chinese Yuan Renminbi,0.085439,11.704203
21-04-2025,US Dollar,0.011758,85.05058
21-04-2025,Euro,0.010218,97.870915
21-04-2025,British Pound,0.008787,113.809906
21-04-2025,Australian Dollar,0.018341,54.521716
21-04-2025,Canadian Dollar,0.016246,61.555226
21-04-2025,Singapore Dollar,0.015336,65.20631
21-04-2025,Swiss Franc,0.009487,105.408616
21-04-2025,Malaysian Ringgit,0.051395,19.457203
21-04-2025,Japanese Yen,1.655694,0.603976
21-04-2025,Chinese Yuan Renminbi,0.08574,11.663196
22-04-2025,US Dollar,0.011743,85.157848
22-04-2025,Euro,0.010241,97.649286
22-04-2025,British Pound,0.008779,113.914043
22-04-2025,Australian Dollar,0.018382,54.402175
22-04-2025,Canadian Dollar,0.016213,61.67806
22-04-2025,Singapore Dollar,0.015368,65.069296
22-04-2025,Swiss Franc,0.009565,104.548529
22-04-2025,Malaysian Ringgit,0.051559,19.395288
22-04-2025,Japanese Yen,1.653856,0.604648
22-04-2025,Chinese Yuan Renminbi,0.085859,11.647059
23-04-2025,US Dollar,0.011708,85.411256
23-04-2025,Euro,0.010315,96.943424
23-04-2025,British Pound,0.008832,113.230831
23-04-2025,Australian Dollar,0.018366,54.448548
23-04-2025,Canadian Dollar,0.016267,61.475817
23-04-2025,Singapore Dollar,0.015389,64.980629
23-04-2025,Swiss Franc,0.009684,103.267144
23-04-2025,Malaysian Ringgit,0.05143,19.444001
23-04-2025,Japanese Yen,1.670143,0.598751
23-04-2025,Chinese Yuan Renminbi,0.085317,11.720968
24-04-2025,US Dollar,0.011725,85.288883
24-04-2025,Euro,0.010321,96.892749
24-04-2025,British Pound,0.008813,113.466509
24-04-2025,Australian Dollar,0.018338,54.531638
24-04-2025,Canadian Dollar,0.016287,61.398805
24-04-2025,Singapore Dollar,0.015389,64.980033
24-04-2025,Swiss Franc,0.0097,103.090783
24-04-2025,Malaysian Ringgit,0.051269,19.504982
24-04-2025,Japanese Yen,1.672833,0.597788
24-04-2025,Chinese Yuan Renminbi,0.085456,11.701954
25-04-2025,US Dollar,0.011715,85.36368
25-04-2025,Euro,0.010294,97.147905
25-04-2025,British Pound,0.008789,113.783489
25-04-2025,Australian Dollar,0.018317,54.59381
25-04-2025,Canadian Dollar,0.016234,61.598002
25-04-2025,Singapore Dollar,0.015397,64.94973
25-04-2025,Swiss Franc,0.009706,103.027203
25-04-2025,Malaysian Ringgit,0.051239,19.516502
25-04-2025,Japanese Yen,1.684018,0.593818
25-04-2025,Chinese Yuan Renminbi,0.085367,11.714126
26-04-2025,US Dollar,0.011712,85.383953
26-04-2025,Euro,0.010294,97.140168
26-04-2025,British Pound,0.008796,113.685914
26-04-2025,Australian Dollar,0.018297,54.652984
26-04-2025,Canadian Dollar,0.016238,61.583228
26-04-2025,Singapore Dollar,0.015403,64.923226
26-04-2025,Swiss Franc,0.009696,103.140339
26-04-2025,Malaysian Ringgit,0.05123,19.51988
26-04-2025,Japanese Yen,1.68262,0.594311
26-04-2025,Chinese Yuan Renminbi,0.085337,11.718183
27-04-2025,US Dollar,0.011712,85.384939
27-04-2025,Euro,0.0103,97.091809
27-04-2025,British Pound,0.008797,113.681512
27-04-2025,Australian Dollar,0.018295,54.65881
27-04-2025,Canadian Dollar,0.016238,61.583113
27-04-2025,Singapore Dollar,0.015402,64.924763
27-04-2025,Swiss Franc,0.009701,103.087341
27-04-2025,Malaysian Ringgit,0.051229,19.520301
27-04-2025,Japanese Yen,1.681616,0.594666
27-04-2025,Chinese Yuan Renminbi,0.085337,11.718315
28-04-2025,US Dollar,0.011747,85.127078
28-04-2025,Euro,0.010317,96.927002
28-04-2025,British Pound,0.008771,114.011089
28-04-2025,Australian Dollar,0.018322,54.580309
28-04-2025,Canadian Dollar,0.016281,61.420907
28-04-2025,Singapore Dollar,0.015411,64.888425
28-04-2025,Swiss Franc,0.009697,103.119981
28-04-2025,Malaysian Ringgit,0.051266,19.50616
28-04-2025,Japanese Yen,1.676435,0.596504
28-04-2025,Chinese Yuan Renminbi,0.08568,11.671389
29-04-2025,US Dollar,0.011743,85.158417
29-04-2025,Euro,0.010304,97.053928
29-04-2025,British Pound,0.008765,114.092143
29-04-2025,Australian Dollar,0.018392,54.372469
29-04-2025,Canadian Dollar,0.016268,61.470013
29-04-2025,Singapore Dollar,0.015358,65.112143
29-04-2025,Swiss Franc,0.009678,103.325563
29-04-2025,Malaysian Ringgit,0.050823,19.675947
29-04-2025,Japanese Yen,1.670955,0.59846
29-04-2025,Chinese Yuan Renminbi,0.085371,11.713576
30-04-2025,US Dollar,0.01182,84.605682
30-04-2025,Euro,0.010416,96.003691
30-04-2025,British Pound,0.008861,112.858288
30-04-2025,Australian Dollar,0.018474,54.129738
30-04-2025,Canadian Dollar,0.016321,61.269451
30-04-2025,Singapore Dollar,0.015433,64.795815
30-04-2025,Swiss Franc,0.009726,102.822155
30-04-2025,Malaysian Ringgit,0.051007,19.605218
30-04-2025,Japanese Yen,1.685941,0.593141
30-04-2025,Chinese Yuan Renminbi,0.085948,11.634916
01-05-2025,US Dollar,0.011813,84.651514
01-05-2025,Euro,0.010473,95.482069
01-05-2025,British Pound,0.0089,112.359955
01-05-2025,Australian Dollar,0.018539,53.939684
01-05-2025,Canadian Dollar,0.016359,61.126995
01-05-2025,Singapore Dollar,0.015503,64.505027
01-05-2025,Swiss Franc,0.009829,101.734633
01-05-2025,Malaysian Ringgit,0.050985,19.613573
01-05-2025,Japanese Yen,1.718611,0.581865
01-05-2025,Chinese Yuan Renminbi,0.085906,11.640681
02-05-2025,US Dollar,0.011826,84.557611
02-05-2025,Euro,0.010439,95.7945
02-05-2025,British Pound,0.008905,112.300998
02-05-2025,Australian Dollar,0.018349,54.497684
02-05-2025,Canadian Dollar,0.016311,61.306752
02-05-2025,Singapore Dollar,0.015356,65.120384
02-05-2025,Swiss Franc,0.009773,102.317739
02-05-2025,Malaysian Ringgit,0.050385,19.847033
02-05-2025,Japanese Yen,1.709438,0.584987
02-05-2025,Chinese Yuan Renminbi,0.085998,11.628129
03-05-2025,US Dollar,0.01183,84.528437
03-05-2025,Euro,0.010469,95.517698
03-05-2025,British Pound,0.008914,112.183402
03-05-2025,Australian Dollar,0.018357,54.474303
03-05-2025,Canadian Dollar,0.016348,61.167907
03-05-2025,Singapore Dollar,0.015361,65.100478
03-05-2025,Swiss Franc,0.009782,102.23118
03-05-2025,Malaysian Ringgit,0.05041,19.837479
03-05-2025,Japanese Yen,1.714783,0.583164
03-05-2025,Chinese Yuan Renminbi,0.086016,11.625794
04-05-2025,US Dollar,0.011831,84.522917
04-05-2025,Euro,0.010472,95.491273
04-05-2025,British Pound,0.008912,112.20403
04-05-2025,Australian Dollar,0.018399,54.349924
04-05-2025,Canadian Dollar,0.016383,61.03945
04-05-2025,Singapore Dollar,0.01537,65.062946
04-05-2025,Swiss Franc,0.009784,102.210915
04-05-2025,Malaysian Ringgit,0.050408,19.838242
04-05-2025,Japanese Yen,1.713307,0.583667
04-05-2025,Chinese Yuan Renminbi,0.086022,11.62491
05-05-2025,US Dollar,0.01187,84.24834
05-05-2025,Euro,0.010491,95.322325
05-05-2025,British Pound,0.008937,111.897659
05-05-2025,Australian Dollar,0.018347,54.504388
05-05-2025,Canadian Dollar,0.016396,60.992019
05-05-2025,Singapore Dollar,0.015318,65.28458
05-05-2025,Swiss Franc,0.00978,102.247779
05-05-2025,Malaysian Ringgit,0.049858,20.056921
05-05-2025,Japanese Yen,1.709217,0.585063
05-05-2025,Chinese Yuan Renminbi,0.086311,11.586051
06-05-2025,US Dollar,0.01186,84.315193
06-05-2025,Euro,0.010455,95.647923
06-05-2025,British Pound,0.008873,112.706996
06-05-2025,Australian Dollar,0.018282,54.697522
06-05-2025,Canadian Dollar,0.016339,61.203239
06-05-2025,Singapore Dollar,0.015283,65.430764
06-05-2025,Swiss Franc,0.009777,102.278997
06-05-2025,Malaysian Ringgit,0.050202,19.919527
